
2017 年 6月 
						【重要】日本学生支援機構奨学金予約採用者へ書類配布のお知らせ 				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3379-2017-05-16-02-09-53.html
2017年05月15日,"
						【学内会社説明会】6月21日（水）栗原工業　会社説明会				        ",http://gakumu/jobinfo/jobinfonews/3378-kurihara.html
2017年05月12日,"
						平成２９年度日本学生支援機構海外貸与について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3370-2017-05-11-23-47-50.html
2017年05月10日,"
						【学生寮】学生寄宿舎臨時募集入居許可者の発表について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3365-2017-05-10-02-19-07.html
2017年05月08日,"
						【業界セミナー】6月27日（火）エアライン業界セミナー				        ",http://gakumu/jobinfo/jobinfonews/3359-airline.html
2017年05月08日,"
						【学生寮】学生寄宿舎臨時募集入居許可者の発表について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3356-2017-05-08-02-15-00.html

2017 年 4月 
2017年05月10日,"
						【学部生対象】日本学生支援機構奨学金「定期採用」の申請について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3339-2017-04-25-00-56-30.html
2017年05月09日,"
						【大学院生対象】日本学生支援機構奨学金「定期採用」の申請について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3338-2017-04-25-00-14-47.html
2017年04月28日,"
						【夢と希望の道標奨学金】TOEIC試験成績優秀者奨学金について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3352-20170428.html
2017年04月26日,"
						【学生寮】学生寄宿舎臨時募集入居許可者の発表について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3344-2017-04-26-02-21-49.html
2017年04月19日,"
						【学生寮】学生寄宿舎臨時募集について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3323-2017-04-19-03-41-35.html
2017年04月13日,"
						奨学金返還補助制度対象者募集（山口県）				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3309-2017-04-13-02-40-05.html
2017年04月07日,"
						わかばへのアクセスについて				        ",http://gakumu/andsoon/andsoon/3305-wakabanitsuite.html
2017年04月05日,"
						(仮称)宮崎大学地域デザイン講座棟新築工事に伴う立入制限について				        ",http://gakumu/andsoon/andsoon/3302-2017-04-05-00-00-09.html

2017 年 3月 
2017年03月31日,"
						日本学生支援機構奨学金の各種手続きについて				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3277-2017-03-29-23-16-36.html
2017年03月27日,"
						木花キャンパス内でのイノシシの出没について				        ",http://gakumu/andsoon/andsoon/3272-2017-03-27-09-14-09.html
2017年03月24日,"
						【重要】平成２９年度　再履修生・編入生等の基礎教育科目登録方法（前学期）				        ",http://gakumu/educationalinfo/educationalinfo/3264-28-4.html
2017年03月15日,"
						[重要] 平成２９年度宮崎大学構内駐車許可申請書の交付手続について 				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3251-cyusyakyoka-30.html
2017年03月09日,"
						宮大生向け求人票の公開について（お知らせ）				        ",http://gakumu/jobinfo/jobinfonews/3247-2017-03-02-09-57-57.html
2017年03月06日,"
						【3/13開催】中国語現地研修・台湾研修報告会				        ",http://gakumu/andsoon/andsoon/3250-3-13.html
2017年03月02日,"
						【共通／基礎教育】高等教育コンソーシアム宮崎単位互換制度				        ",http://gakumu/educationalinfo/educationalinfo/3244-2017-03-02-07-06-23.html
2017年03月01日,"
						平成28年度後学期基礎/共通教育科目再試験時間割				        ",http://gakumu/educationalinfo/educationalinfo/3239-2016-03-01.html

2017 年 2月 
2017年02月08日,"
						平成28年度後学期基礎/共通教育科目定期試験時間割				        ",http://gakumu/educationalinfo/educationalinfo/3186-2017-02-07.html
2017年02月07日,"
						【お知らせ】役に立つ就職情報を掲載！キャリア支援係のTwitter始めました。				        ",http://gakumu/andsoon/andsoon/3185-twitter.html
2017年02月01日,"
						平成28年熊本地震被災に伴う平成29年度授業料免除申請受付について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3182-29.html

2017 年 1月 
2017年01月17日,"
						【重要】マイクロソフト包括ライセンス契約を利用したマイクロソフト製品の卒業・修了後の利用について				        ",http://gakumu/andsoon/andsoon/3170-2017-01-17-01-05-40.html

2016 年 12月 
2017年01月04日,"
						奨学金返還確認のお願い				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3146-2016-12-28-06-52-50.html
2016年12月26日,"
						木花キャンパス内でのイノシシの出没について				        ",http://gakumu/andsoon/andsoon/3138-2016-12-26-04-58-06.html
2016年12月20日,"
						木花キャンパス内でのイノシシの出没について				        ",http://gakumu/andsoon/andsoon/3129-2016-12-20-05-36-27.html
2016年12月14日,"
						平成28年度「特に優れた業績による返還免除」				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3123-20161214.html
2016年12月07日,"
						【注意喚起】木花キャンパス内でのニホンザルの出没について				        ",http://gakumu/andsoon/andsoon/3119-2016-12-07-02-54-20.html
2016年12月06日,"
						平成２８年日本学生支援機構＜継続願＞について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3117-2016-12-05-23-55-07.html

2016 年 11月 
2016年12月01日,"
						平成２９年度前期分授業料免除、入学料免除・徴収猶予のお知らせ				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3103-2016-11-16-01-30-22.html
2016年11月30日,"
						木花キャンパス内でのイノシシの出没について				        ",http://gakumu/andsoon/andsoon/3115-2016-11-30-04-11-20.html
2016年11月21日,"
						TOEIC試験成績優秀者奨学金について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2781-toeic.html
2016年11月21日,"
						平成２９年度前期分授業料免除申請相談会のお知らせ				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3105-2016-11-21-01-46-09.html
2016年11月11日,"
						木花キャンパス内でのイノシシの出没について				        ",http://gakumu/andsoon/andsoon/3096-2016-11-11-04-10-37.html

2016 年 10月 
2016年10月28日,"
						募集延長！台湾研修－地域と世界をつなぐ－（台湾・東呉大学）				        ",http://gakumu/educationalinfo/educationalinfo/3068-2014-10-08-00-51-4.html
2016年10月21日,"
						【受講生募集】課外英語スピーキング講座				        ",http://gakumu/andsoon/andsoon/3052-2016-10-12-02-07-14.html
2016年10月20日,"
						木花キャンパス内でのニホンザルの出没について				        ",http://gakumu/andsoon/andsoon/3066-2016-10-20-02-49-46.html
2016年10月20日,"
						奨学生証・返還誓約書の配布について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3060-2016-10-17-09-23-56.html
2016年10月13日,"
						木花キャンパス内でのニホンザルの出没について				        ",http://gakumu/andsoon/andsoon/3056-2016-10-13-04-11-01.html

2016 年 9月 
2016年11月21日,"
						日本学生支援機構奨学金「臨時採用」希望者募集のお知らせ				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3026-2016-09-28-00-12-40.html
2016年09月28日,"
						日本学生支援機構奨学金「返還確認票（返還誓約書）」の配布とそれに伴う「返還説明会」のお知らせ				        ",http://gakumu/campuslifeinfo/campuslifeinfo/3027-2016-09-28-00-20-54.html
2016年09月21日,"
						木花キャンパス内でのニホンザルの出没について				        ",http://gakumu/andsoon/andsoon/3019-2016-09-21-08-22-09.html
2016年09月01日,"
						平成28年度 前学期基礎/共通教育科目再試験時間割				        ",http://gakumu/educationalinfo/educationalinfo/3000-2016-9-1.html

2016 年 7月 
2016年08月01日,"
						【注意喚起】学生の海外渡航及び留学生等の帰省に際して防疫上の注意喚起のお願いについて				        ",http://gakumu/andsoon/andsoon/2987-2016-07-29-06-45-18.html
2016年07月29日,"
						平成28年度前学期基礎/共通教育科目定期試験時間割				        ",http://gakumu/educationalinfo/educationalinfo/2988-2016-7-29.html
2016年07月29日,"
						中国語検定試験サポートコース申込みについて				        ",http://gakumu/educationalinfo/educationalinfo/2984-2016-07-29-02-57-17.html
2016年07月22日,"
						日本学生支援機構奨学金書類配布について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2973-2016-07-22-01-14-56.html
2016年07月21日,"
						留学英語夏期集中講座のご案内				        ",http://gakumu/educationalinfo/educationalinfo/2969-2016-07-21.html
2016年07月07日,"
						健康診断の結果について				        ",http://gakumu/andsoon/andsoon/2946-2016-07-07-02-41-31.html

2016 年 6月 
2016年07月26日,"
						平成２８年度後期分授業料免除、入学料免除・徴収猶予のお知らせ				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2931-2016-06-28-09-25-36.html
2016年06月01日,"
						中国語でしゃべってみよう！				        ",http://gakumu/andsoon/andsoon/2876-2016-06-01-06-47-58.html

2016 年 5月 
2016年05月30日,"
						【重要】日本学生支援機構奨学金予約採用者へ書類配布のお知らせ 				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2862-2016-05-30-01-09-06.html
2016年05月10日,"
						(学部生対象)日本学生支援機構奨学金「定期採用」の申請について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2808-2016-05-09-23-48-55.html

2016 年 4月 
2016年04月28日,"
						熊本地震の災害ボランティア活動について				        ",http://gakumu/andsoon/andsoon/1048-2013-06-21.html
2016年04月27日,"
						学生生活における注意喚起				        ",http://gakumu/andsoon/andsoon/592-2012-08-22-07-39-57.html
2016年04月27日,"
						安否確認システムへの連絡先の登録について（依頼）				        ",http://gakumu/andsoon/andsoon/794-anpikakunin.html
2016年04月27日,"
						マルチ商法にご用心！！				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2783-2016-04-27-01-14-43.html
2016年04月21日,"
						熊本地震によってメンタルヘルスの不調をきたしている学生さんへ				        ",http://gakumu/andsoon/andsoon/2761-2016-04-21-01-21-24.html
2016年04月21日,"
						平成28年熊本地震被災に伴う授業料免除申請受付について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2755-2016-04-19.html
2016年04月18日,"
						連休登山の事故防止について				        ",http://gakumu/andsoon/andsoon/2752-2016-04-18-04-55-52.html
2016年04月18日,"
						平成27年度基礎教育科目「学生による授業評価アンケート」結果				        ",http://gakumu/educationalinfo/educationalinfo/2748-kisokyouiku-jugyouhyouka.html
2016年04月06日,"
						平成28年度 前学期基礎/共通教育科目教室配当表				        ",http://gakumu/educationalinfo/educationalinfo/2712-28.html

2016 年 3月 
2016年03月25日,"
						平成28年度前学期　3年次編入学生の科目登録について				        ",http://gakumu/educationalinfo/educationalinfo/2694-28-3.html
2016年03月16日,"
						平成２８年度宮崎大学構内駐車許可申請書の交付手続について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2688-cyusyakyoka-29.html
2016年03月04日,"
						平成２８年度自殺予防週間について				        ",http://gakumu/andsoon/andsoon/2684-2016-03-04-06-54-36.html

2016 年 2月 
2016年02月18日,"
						木花キャンパス内でのニホンザルの出没				        ",http://gakumu/andsoon/andsoon/2665-2016-02-18-05-38-23.html

2016 年 1月 
2016年01月06日,"
						学年暦のお知らせについて				        ",http://gakumu/andsoon/andsoon/1986-27-2.html
2016年01月05日,"
						【2/19開催】トークイベント☆仕事と遊びの垣根をなくして生きる 宮崎という場の活かし方				        ",http://gakumu/andsoon/andsoon/2615-2016-01-05-05-00-51.html

2015 年 12月 
2015年12月15日,"
						平成２７年度奨学金＜継続願＞のお知らせ				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2603-2015-12-11-08-38-22.html
2015年12月01日,"
						「民間の英語資格・検定試験の大学入学者選抜における活用実態に関する調査研究事業」に係る学生アンケート調査について（連絡）				        ",http://gakumu/andsoon/andsoon/2582-2015-12-01-00-13-48.html

2015 年 11月 
2015年12月10日,"
						【12/16開催】英語でしゃべろう会				        ",http://gakumu/andsoon/andsoon/2560-2015-11-17-05-00-02.html
2015年11月27日,"
						フランスへの渡航時の安全確保に関する注意喚起について				        ",http://gakumu/andsoon/andsoon/2579-2015-11-27-04-15-17.html
2015年11月05日,"
						中華文化交流会に来ませんか?!				        ",http://gakumu/andsoon/andsoon/2535-2015-11-05-00-05-03.html

2015 年 10月 
2015年10月21日,"
						労働法のハンドブックについて				        ",http://gakumu/andsoon/andsoon/2192-2015-04-20-08-06-48.html

2015 年 9月 
2015年09月30日,"
						マイナンバー（社会保障・税番号）制度について				        ",http://gakumu/andsoon/andsoon/2456-2015-09-30-04-33-03.html
2015年09月02日,"
						自動車登録等の適正化について				        ",http://gakumu/andsoon/andsoon/2445-2015-09-02-07-05-36.html

2015 年 8月 
2015年08月19日,"
						認知症施策の普及・啓発に関する取組に係る協力依頼について				        ",http://gakumu/andsoon/andsoon/2432-2015-08-19-02-37-41.html

2015 年 7月 
2015年07月14日,"
						「学習カルテ：履修システム」の運用について				        ",http://gakumu/educationalinfo/educationalinfo/2382-2015-07-14-02-40-13.html

2015 年 5月 
2015年05月27日,"
						【重要】日本学生支援機構奨学金予約採用者へ書類配布のお知らせ				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2286-2015-05-27-00-05-14.html

2015 年 4月 
2015年04月30日,"
						宮崎大学インターネット放送局 Myaoh.TV からのお知らせ				        ",http://gakumu/andsoon/andsoon/2226-myaoh-tv.html
2015年04月16日,"
						木花キャンパス内でのニホンザルの出没について				        ",http://gakumu/andsoon/andsoon/2179-2015-04-16-06-08-05.html
2015年04月01日,"
						高校在学時に日本学生支援機構奨学金を予約した方へ				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2151-2015-04-01-02-38-53.html
2015年04月01日,"
						平成27年度日本学生支援機構奨学金募集説明会について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2150-27.html

2015 年 3月 
2015年03月27日,"
						【基礎教育/共通教育】平成27年度前期教室配当表				        ",http://gakumu/educationalinfo/educationalinfo/2092-2015-03-27-10-36-33.html
2015年03月20日,"
						【基礎/共通教育】平成27年度前学期　再受講登録について（３／２０追加）				        ",http://gakumu/educationalinfo/educationalinfo/2079-20150316.html
2015年03月16日,"
						平成２７年度宮崎大学構内駐車許可申請書の交付手続について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/2076-cyusyakyoka-28.html
2015年03月13日,"
						【注意喚起】交通ルールの遵守について				        ",http://gakumu/andsoon/andsoon/2075-2015-03-11-08-07-32.html
2015年03月11日,"
						木花キャンパス内でのニホンザルの出没について				        ",http://gakumu/andsoon/andsoon/2074-2015-03-11-06-40-46.html

2015 年 2月 
2015年02月13日,"
						【共通／基礎教育】高等教育コンソーシアム宮崎単位互換制度				        ",http://gakumu/educationalinfo/educationalinfo/2054-2015-02-13-00-57-27.html

2014 年 12月 
2014年12月02日,"
						知って役立つ労働法に関するハンドブックについて				        ",http://gakumu/andsoon/andsoon/1940-2014-12-02-05-06-13.html

2014 年 9月 
2014年09月01日,"
						憲法改正国民投票法の一部を改正する法律について				        ",http://gakumu/andsoon/andsoon/1818-2014-09-01-07-14-14.html

2014 年 7月 
2015年08月21日,"
						【注意喚起】学内における盗難被害の多発について				        ",http://gakumu/andsoon/andsoon/1759-2014-07-04-06-55-38.html

2014 年 5月 
2014年05月12日,"
						宮崎 大学簡易版ポータルサイトの構築・運用について（通知）				        ",http://gakumu/educationalinfo/educationalinfo/1637-portal-tuuti.html

2014 年 4月 
2014年04月04日,"
						学生広報スタッフ募集				        ",http://gakumu/andsoon/andsoon/699-gakuseikouhousutafu.html

2013 年 10月 
2013年10月28日,"
						台風27号の接近に伴う暴風警報の発令を理由とする授業欠席における特別欠席手続の取扱いについて				        ",http://gakumu/educationalinfo/educationalinfo/1249-tokubetu-kesseki.html
2013年10月25日,"
						台風27号の接近に伴う授業の取扱いについて				        ",http://gakumu/educationalinfo/educationalinfo/1246-1025toriatukai.html

2013 年 6月 
2013年06月04日,"
						注意喚起（飲酒・迷惑行為）				        ",http://gakumu/campuslifeinfo/campuslifeinfo/986-2013-06-04-01-57-56.html

2013 年 4月 
2013年04月10日,"
						北朝鮮によるミサイル発射に係る対応について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/871-2013-04-10-08-00-02.html

2013 年 2月 
2013年02月08日,"
						注意喚起（小火）				        ",http://gakumu/campuslifeinfo/campuslifeinfo/788-2013-02-08-02-42-27.html

2013 年 1月 
2013年01月23日,"
						飲酒に関する注意喚起				        ",http://gakumu/campuslifeinfo/campuslifeinfo/745-2013-01-23.html

2012 年 12月 
2012年12月05日,"
						今冬の節電対策について（通知）				        ",http://gakumu/andsoon/andsoon/700-setuden.html

2012 年 10月 
2012年10月09日,"
						福利厚生棟(学生食堂)周辺における駐輪禁止について				        ",http://gakumu/campuslifeinfo/campuslifeinfo/632-20121009.html

2012 年 8月 
2012年08月10日,"
						学内での盗難被害について				        ",http://gakumu/andsoon/andsoon/588-2012-08-10-00-09-14.html

2012 年 5月 
2012年05月10日,"
						実験排水の水銀検出について				        ",http://gakumu/andsoon/andsoon/483-2012-05-10-02-07-11.html
2012年05月07日,"
						交通ルールに関する注意喚起				        ",http://gakumu/campuslifeinfo/campuslifeinfo/471-2012-05-07-10-11-17.html

2012 年 4月 
2012年06月12日,"
						不審者対応マニュアル				        ",http://gakumu/campuslifeinfo/campuslifeinfo/458-2012-04-19-01-33-12.html

-0001 年 12月 
2017年05月16日,"
						TOEIC IPテスト実施のご案内 				        ",http://gakumu/andsoon/andsoon/3381-toeic-ip-2.html
2016年10月21日,"
						中国語現地研修（南京農業大学）受講生募集のお知らせ				        ",http://gakumu/educationalinfo/educationalinfo/2449-2015-09-09.html
2016年03月25日,"
						【基礎/共通教育】平成28年度前学期　再受講登録について				        ",http://gakumu/educationalinfo/educationalinfo/2693-28-2.html
